City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
344,Isangel,VU,-19.55,169.2667,80.26,85,68,7.96,broken clouds
345,Ozernovskiy,RU,51.5,156.5167,17.96,56,9,6.38,clear sky
346,Riviere-Au-Renard,CA,48.9957,-64.3971,3.92,84,76,11.77,broken clouds
347,La Ronge,CA,55.1001,-105.2842,12.25,84,100,10.4,overcast clouds
348,Coquimbo,CL,-29.9533,-71.3436,69.24,68,5,7.38,clear sky
349,Velyka Lepetykha,UA,47.1757,33.9436,33.01,58,0,5.84,clear sky
350,Hay River,CA,60.8156,-115.7999,-11.29,85,98,3.4,overcast clouds
351,Vao,NC,-22.6667,167.4833,79.57,85,100,7.85,overcast clouds
352,Kamenka,RU,51.3223,42.7678,13.64,95,12,7.92,few clouds
353,Bodden Town,KY,19.2833,-81.25,84.99,69,0,3.0,clear sky
354,Ponta Do Sol,PT,32.6667,-17.1,65.07,73,96,2.33,overcast clouds
355,Nakamura,JP,32.9833,132.9333,44.01,94,100,3.33,overcast clouds
356,Pasni,PK,25.2631,63.471,70.75,70,56,9.08,broken clouds
357,Homer,US,59.6425,-151.5483,34.77,94,100,0.0,mist
358,Turukhansk,RU,65.8167,87.9833,-7.42,88,17,11.41,few clouds
359,Leningradskiy,RU,69.3833,178.4167,-16.15,93,97,5.91,overcast clouds
360,Brae,GB,60.3964,-1.353,39.11,88,100,11.25,overcast clouds
361,Kibala,TD,9.1104,18.3463,84.96,13,100,4.32,overcast clouds
362,Puri,IN,19.8,85.85,59.52,56,6,7.14,clear sky
363,Balabac,PH,7.9868,117.0645,80.35,79,100,13.51,overcast clouds
364,Klaksvik,FO,62.2266,-6.589,34.72,66,100,30.33,overcast clouds
365,Waipawa,NZ,-41.4122,175.5153,54.45,82,100,12.17,overcast clouds
366,Esperance,AU,-33.8667,121.9,61.59,74,0,10.65,clear sky
367,Codrington,AU,-38.2667,141.9667,59.86,89,61,6.78,broken clouds
368,Minas,UY,-34.3759,-55.2377,66.52,43,5,16.44,clear sky
369,Limon,CR,10.0,-83.0333,82.29,74,75,12.66,broken clouds
370,Dongsheng,CN,39.8161,109.9776,6.93,63,62,0.18,broken clouds
371,Kutum,SD,14.2,24.6667,64.87,13,10,9.93,clear sky
372,Borger,NL,52.9233,6.7931,48.78,72,100,22.32,overcast clouds
373,Bac Lieu,VN,9.285,105.7244,78.71,82,12,11.86,few clouds
374,Victoria,HK,22.2855,114.1577,60.24,87,100,8.99,overcast clouds
375,Boyle,US,37.6334,-84.8666,35.69,43,0,0.0,clear sky
376,Dunedin,NZ,-45.8742,170.5036,54.81,76,5,3.36,clear sky
377,Seaford,GB,50.7714,0.1027,50.7,92,100,20.0,light rain
378,Mayumba,GA,-3.432,10.6554,78.31,87,100,4.65,light rain
379,Hirara,JP,24.8,125.2833,66.42,84,100,23.15,overcast clouds
380,Donskoye,RU,45.4552,41.9741,30.33,69,0,4.56,clear sky
381,Madang,PG,-5.2246,145.7966,75.06,94,100,4.76,overcast clouds
382,Dronfield,GB,53.3022,-1.4751,49.98,95,100,1.01,light rain
383,Izhma,RU,65.0083,53.9113,-0.78,99,67,4.65,broken clouds
384,The Pas,CA,53.8251,-101.2541,5.02,72,0,6.91,clear sky
385,Nalut,LY,30.3333,10.85,56.73,25,43,11.23,scattered clouds
386,Bubaque,GW,11.2833,-15.8333,78.37,69,5,13.94,clear sky
387,Korla,CN,41.7597,86.1469,29.28,46,0,4.54,clear sky
388,Lages,BR,-27.8161,-50.3261,76.51,58,75,7.56,broken clouds
389,Rio Gallegos,AR,-51.6226,-69.2181,54.5,31,6,43.2,clear sky
390,Januaria,BR,-15.4833,-44.3667,80.74,77,17,2.21,few clouds
391,Dudinka,RU,69.4058,86.1778,-14.91,88,13,6.93,few clouds
392,Montepuez,MZ,-13.1256,38.9997,70.05,98,95,3.31,light rain
393,Honiara,SB,-9.4333,159.95,78.57,85,90,4.61,overcast clouds
394,Virginia Beach,US,36.8529,-75.978,42.03,74,100,4.0,overcast clouds
395,Samarai,PG,-10.6167,150.6667,80.15,75,32,5.86,scattered clouds
396,Kapoeta,SS,4.7717,33.5903,87.01,26,80,4.09,broken clouds
397,Souris,CA,49.6172,-100.2612,19.6,94,100,10.87,overcast clouds
398,San Rafael,AR,-34.6177,-68.3301,88.3,14,0,13.58,clear sky
399,Karratha,AU,-20.7377,116.8463,84.02,63,84,7.49,broken clouds
400,Champerico,GT,14.3,-91.9167,94.28,56,2,9.53,clear sky
401,Morgan City,US,29.6994,-91.2068,57.04,26,0,12.66,clear sky
402,Vitim,RU,59.4511,112.5578,-25.67,100,83,1.14,broken clouds
403,Cienfuegos,CU,22.1461,-80.4356,85.01,70,20,12.66,few clouds
404,Griffith,US,41.5284,-87.4237,20.12,58,75,11.5,broken clouds
405,Komsomolskiy,UZ,40.4272,71.7189,38.12,87,75,4.61,mist
406,Moranbah,AU,-22.0016,148.0466,68.79,86,22,16.73,few clouds
407,Khandyga,RU,62.6667,135.6,-42.2,100,69,2.33,broken clouds
408,Tuatapere,NZ,-46.1333,167.6833,49.82,83,11,4.07,few clouds
409,Sabha,LY,27.0377,14.4283,57.06,24,0,8.81,clear sky
410,Kuah,MY,6.3265,99.8432,80.62,77,68,13.56,broken clouds
411,Nha Trang,VN,12.25,109.1833,77.0,89,79,5.1,broken clouds
412,San Ramon,US,37.7799,-121.978,75.11,52,2,3.0,clear sky
413,Larsnes,NO,62.2028,5.5773,39.6,94,100,7.09,light rain
414,Zimapan,MX,20.75,-99.35,40.15,91,100,5.73,overcast clouds
415,Omboue,GA,-1.5746,9.2618,78.51,84,99,3.94,light rain
416,Bage,BR,-31.3314,-54.1069,74.98,31,0,10.36,clear sky
417,Borisoglebskiy,RU,57.2586,39.1508,29.84,92,100,9.91,light snow
418,Novosil,RU,52.9739,37.0405,20.88,90,89,11.07,overcast clouds
419,Launceston,AU,-41.45,147.1667,58.15,93,75,6.91,broken clouds
420,San Cristobal,VE,7.7669,-72.225,85.73,36,97,4.59,overcast clouds
421,Villarrobledo,ES,39.2699,-2.6012,51.28,71,100,13.51,overcast clouds
422,Bluffton,US,32.2371,-80.8604,66.16,52,40,3.44,scattered clouds
423,Raudeberg,NO,61.9875,5.1352,39.87,94,100,3.0,light rain
424,Karaman,TR,37.0833,33.25,26.94,90,30,2.73,scattered clouds
425,Navashino,RU,55.5292,42.2003,29.3,95,100,8.14,snow
426,Banff,CA,51.1762,-115.5698,39.92,77,98,2.24,overcast clouds
427,Recco,IT,44.3623,9.1435,48.43,66,54,2.59,broken clouds
428,Bukama,CD,-9.2,25.85,69.51,97,100,2.21,moderate rain
429,Kenitra,MA,34.261,-6.5802,60.84,83,41,4.5,scattered clouds
430,Vilyuysk,RU,63.7553,121.6247,-25.96,100,100,1.28,overcast clouds
431,Labuhan,ID,-6.8844,112.2051,75.9,91,100,4.05,overcast clouds
432,Gabaldon,PH,15.4522,121.3387,73.11,93,100,4.05,overcast clouds
433,Trairi,BR,-3.2778,-39.2689,81.79,74,14,10.63,few clouds
434,Buala,SB,-8.145,159.5921,79.0,83,99,6.31,light rain
435,Pemangkat,ID,1.1667,108.9667,78.3,86,97,1.74,overcast clouds
436,Lata,PT,40.1629,-8.3327,54.05,97,54,5.64,broken clouds
437,Phalaborwa,ZA,-23.943,31.1411,76.75,47,0,2.75,clear sky
438,Flinders,AU,-34.5833,150.8552,68.38,80,100,5.01,overcast clouds
439,Acapulco,MX,16.8634,-99.8901,86.59,49,52,9.78,broken clouds
440,Ulladulla,AU,-35.35,150.4667,63.88,79,100,7.16,overcast clouds
441,Kahului,US,20.8947,-156.47,76.96,83,17,8.01,few clouds
442,Tombouctou,ML,20.0,-3.0,64.67,18,27,10.6,scattered clouds
443,Moba,CN,33.2288,105.0179,28.49,92,59,2.17,broken clouds
444,Borogontsy,RU,62.6683,131.1683,-39.6,100,50,2.24,scattered clouds
445,Parana,AR,-31.732,-60.5238,87.55,29,0,4.5,clear sky
446,Teya,RU,60.3778,92.6267,-17.01,100,22,3.38,few clouds
447,Nagua,DO,19.3832,-69.8474,84.51,65,20,0.0,few clouds
448,Nome,US,64.5011,-165.4064,-11.83,75,5,5.14,clear sky
449,Pitimbu,BR,-7.4706,-34.8086,84.79,70,4,10.45,clear sky
450,Zhanjiang,CN,21.2815,110.3427,56.97,80,100,8.72,overcast clouds
451,Tazovskiy,RU,67.4667,78.7,-9.89,97,21,10.74,few clouds
452,Sinnamary,GF,5.3833,-52.95,78.8,86,67,9.57,broken clouds
453,Iskateley,RU,67.6803,53.1512,-0.09,98,60,8.14,broken clouds
454,Hobyo,SO,5.3505,48.5268,77.16,74,79,16.06,broken clouds
455,Sao Joao Da Barra,BR,-21.6403,-41.0511,77.9,85,11,12.86,few clouds
456,Rolla,US,37.9514,-91.7713,39.06,39,8,11.99,clear sky
457,Goulburn,AU,-34.75,149.7167,47.59,90,100,4.36,overcast clouds
458,Chor,PK,25.5167,69.7667,65.32,49,0,8.46,clear sky
459,San Luis,AR,-33.295,-66.3356,81.54,30,0,11.88,clear sky
460,Northam,GB,51.0333,-4.2167,48.02,93,100,21.56,overcast clouds
461,Bejar,ES,40.3864,-5.7634,43.57,97,100,11.99,overcast clouds
462,Amapa,BR,1.0,-52.0,79.14,93,100,3.51,moderate rain
463,Ahipara,NZ,-35.1667,173.1667,64.69,68,78,9.46,broken clouds
464,Tilichiki,RU,60.4667,166.1,-19.52,93,7,9.84,clear sky
465,Onokhoy,RU,51.932,108.0747,-29.29,99,89,2.86,overcast clouds
466,Ambilobe,MG,-13.2,49.05,73.31,94,82,2.13,light rain
467,Zhigansk,RU,66.7697,123.3711,-36.8,100,65,2.28,broken clouds
468,Kristiinankaupunki,FI,62.2743,21.376,35.37,96,100,17.16,overcast clouds
469,Ossora,RU,59.2353,163.0719,-9.26,79,60,7.54,broken clouds
470,Meulaboh,ID,4.1363,96.1285,76.33,90,88,4.85,overcast clouds
471,Lompoc,US,34.6391,-120.4579,87.01,30,0,6.91,clear sky
472,Hambantota,LK,6.1241,81.1185,75.99,81,100,11.3,overcast clouds
473,Riyadh,SA,24.6877,46.7219,53.74,30,0,7.63,clear sky
474,Namibe,AO,-15.1961,12.1522,75.52,80,100,3.24,overcast clouds
475,Chicama,PE,-7.8447,-79.1469,72.14,53,74,11.68,broken clouds
476,Malchin,DE,53.7333,12.7833,39.58,79,100,14.14,overcast clouds
477,Fomboni,KM,-12.28,43.7425,82.06,76,6,4.34,clear sky
478,Shar,KZ,49.5886,81.0453,21.58,95,100,14.43,snow
479,Boa Vista,BR,2.8197,-60.6733,91.38,40,40,16.11,scattered clouds
480,Savinka,RU,50.0785,47.0994,15.12,96,7,10.31,clear sky
481,Esil,KZ,51.9556,66.4042,8.83,94,100,5.53,overcast clouds
482,San Juan,AR,-31.5375,-68.5364,86.5,22,0,4.79,clear sky
483,Broome,US,42.2506,-75.833,24.37,60,100,8.05,overcast clouds
484,Chlorakas,CY,34.8042,32.4083,54.63,76,40,4.61,scattered clouds
485,Bulaevo,KZ,54.9056,70.4439,-12.05,100,58,5.14,broken clouds
486,Foam Lake,CA,51.65,-103.5343,18.07,90,100,17.29,overcast clouds
487,New Richmond,US,45.123,-92.5366,10.13,36,0,5.75,clear sky
488,Kotido,UG,2.9806,34.1331,79.09,30,60,11.43,broken clouds
489,Rutana,BI,-3.8667,30.1,56.8,90,96,3.49,light rain
490,Daryapur,IN,20.9333,77.3333,68.7,31,0,7.52,clear sky
491,Osmanabad,IN,18.1667,76.05,70.65,31,3,7.78,clear sky
492,Darfield,GB,53.5339,-1.376,51.12,95,100,5.99,overcast clouds
493,Tigil,RU,57.8,158.6667,-10.34,98,100,3.11,overcast clouds
494,Jalu,LY,29.0331,21.5482,56.95,48,81,7.45,broken clouds
495,Panjab,AF,34.388,67.0233,17.87,96,100,1.88,overcast clouds
496,Namatanai,PG,-3.6667,152.4333,78.69,80,100,4.14,overcast clouds
497,Rio Grande,BR,-32.035,-52.0986,76.64,44,0,15.28,clear sky
498,Ahmadpur East,PK,29.1431,71.2598,61.63,29,0,9.13,clear sky
499,Stonewall,CA,50.1344,-97.3268,-1.01,97,100,15.66,snow
500,Port Blair,IN,11.6667,92.75,73.6,73,70,8.61,broken clouds
501,Port-Gentil,GA,-0.7193,8.7815,80.94,78,100,5.03,overcast clouds
502,Marawi,PH,7.9986,124.2928,63.64,91,100,2.95,overcast clouds
503,Lunca Bradului,RO,46.956,25.1114,24.3,89,100,2.77,overcast clouds
504,Ojinaga,MX,29.5667,-104.4167,64.58,30,0,4.61,clear sky
505,Viking,CA,53.1001,-111.7684,30.74,85,35,13.22,scattered clouds
506,Maragogi,BR,-9.0122,-35.2225,82.36,72,8,14.79,clear sky
507,Saint-Pierre,RE,-21.3393,55.4781,80.28,78,0,16.11,clear sky
508,Acaponeta,MX,22.4964,-105.3594,96.87,9,100,4.12,overcast clouds
509,Vostok,RU,46.4856,135.8833,2.7,98,100,1.19,overcast clouds
510,Ancud,CL,-41.8697,-73.8203,79.23,72,24,6.06,few clouds
511,Emerald,AU,-23.5333,148.1667,67.33,77,0,10.98,clear sky
512,Juneau,US,58.3019,-134.4197,38.84,98,100,0.0,fog
513,Mount Gambier,AU,-37.8333,140.7667,60.71,94,100,9.22,overcast clouds
514,Batagay-Alyta,RU,67.8006,130.4114,-9.22,83,100,3.22,overcast clouds
515,Aksu,CN,41.1231,80.2644,29.03,40,8,4.32,clear sky
516,Shakhtinsk,KZ,49.71,72.5872,25.36,96,99,8.16,overcast clouds
517,Cayambe,EC,0.05,-78.1333,63.66,78,100,3.02,light rain
518,Lieksa,FI,63.3167,30.0167,30.6,97,100,14.07,light snow
519,Valisoara,RO,46.05,22.85,31.24,77,81,3.04,broken clouds
520,Missungwi,TZ,-2.85,33.0833,68.34,70,53,2.46,broken clouds
521,Mangai,CD,-4.05,19.5333,69.55,97,100,1.45,overcast clouds
522,Luebo,CD,-5.35,21.4167,70.54,95,100,1.54,overcast clouds
523,Chase,CA,50.8165,-119.6857,39.07,84,54,2.15,broken clouds
524,Byron Bay,AU,-28.65,153.6167,67.95,86,76,4.81,broken clouds
525,Dharchula,IN,29.85,80.5333,45.9,41,0,7.83,clear sky
526,Guru Har Sahai,IN,30.7167,74.4167,50.72,80,49,6.64,scattered clouds
527,Fethiye,TR,36.6217,29.1164,49.87,77,7,4.5,clear sky
528,Kirakira,SB,-10.4544,161.9205,79.48,84,97,8.48,moderate rain
529,Polyarnyy,RU,69.1989,33.4478,14.47,73,100,14.45,light snow
530,Espinosa,BR,-14.9261,-42.8192,77.65,81,24,2.59,few clouds
531,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,82.29,85,100,0.49,light rain
532,Deputatskiy,RU,69.3,139.9,-22.02,96,83,6.78,broken clouds
533,Richards Bay,ZA,-28.783,32.0377,75.78,91,44,4.5,scattered clouds
534,Balkanabat,TM,39.5108,54.3671,42.12,62,28,13.27,scattered clouds
535,Gushikawa,JP,26.3544,127.8686,63.63,94,40,12.66,light rain
536,Houma,US,29.5958,-90.7195,55.99,35,0,10.0,clear sky
537,Chara,RU,56.9064,118.2631,-25.22,85,88,0.69,overcast clouds
538,Sorland,NO,67.667,12.6934,33.66,59,100,25.84,light snow
539,Sicamous,CA,50.8331,-118.9856,40.12,95,65,1.9,broken clouds
540,Tarauaca,BR,-8.1614,-70.7656,81.27,91,100,1.74,overcast clouds
541,Tymovskoye,RU,50.8456,142.655,-7.4,100,98,2.53,overcast clouds
542,Lysva,RU,58.1086,57.8053,13.41,99,100,2.86,overcast clouds
543,Lakes Entrance,AU,-37.8811,147.981,65.57,68,100,4.34,overcast clouds
544,Gorlice,PL,49.6556,21.1604,33.39,84,8,6.71,clear sky
545,Joshimath,IN,30.5667,79.5667,37.78,41,0,8.75,clear sky
546,Along,IN,28.1667,94.7667,44.15,63,0,2.01,clear sky
547,Tautira,PF,-17.7333,-149.15,86.02,76,91,16.15,light rain
548,Kawalu,ID,-7.3817,108.2082,72.43,94,100,1.07,overcast clouds
549,Kupang,ID,-10.1667,123.5833,76.93,86,63,4.88,broken clouds
550,Fenelon Falls,CA,44.5334,-78.7496,12.09,70,100,4.99,overcast clouds
551,Whitianga,NZ,-36.8333,175.7,68.02,69,6,5.01,clear sky
552,Sakakah,SA,29.9697,40.2064,53.76,27,0,5.19,clear sky
553,Kununurra,AU,-15.7667,128.7333,80.58,74,75,17.27,broken clouds
554,La Crosse,US,43.8014,-91.2396,14.77,52,0,4.61,clear sky
555,Kieta,PG,-6.2167,155.6333,78.82,83,90,0.87,overcast clouds
556,Eyl,SO,7.9803,49.8164,75.07,70,88,19.24,overcast clouds
557,Takaungu,KE,-3.6837,39.8566,77.49,84,100,10.02,overcast clouds
558,Japura,ID,-0.3167,102.35,73.38,97,100,0.38,overcast clouds
559,Biaora,IN,23.8667,76.9167,60.06,31,0,5.86,clear sky
560,Srednekolymsk,RU,67.45,153.6833,-33.47,99,18,6.06,few clouds
561,Altyn-Topkan,TJ,40.6528,69.5998,28.87,79,67,4.63,broken clouds
562,Porto Santo,PT,33.072,-16.3415,60.71,67,20,10.36,few clouds
563,Springbok,ZA,-29.6643,17.8865,78.4,38,1,8.95,clear sky
564,Myanaung,MM,18.2833,95.3167,63.82,35,80,8.32,broken clouds
565,Yulara,AU,-25.2406,130.9889,66.04,42,3,9.22,clear sky
566,Morrope,PE,-6.5417,-80.0111,80.71,49,76,14.79,broken clouds
567,Luba,GQ,3.4568,8.5547,81.32,78,100,8.68,overcast clouds
568,Sovetskiy,RU,61.3614,63.5842,-9.2,100,90,2.24,overcast clouds
569,Yuma,US,32.7253,-114.6244,82.38,14,0,7.52,clear sky
570,Sabang,ID,5.8933,95.3214,81.61,74,49,8.75,scattered clouds
571,Pontianak,ID,-0.0333,109.3333,76.98,100,100,2.3,overcast clouds
572,Chagoda,RU,59.164,35.3285,27.91,90,100,10.71,overcast clouds
573,Santa Cruz,BO,-17.8,-63.1667,85.46,48,75,14.97,broken clouds
574,Olga,RU,43.7444,135.2892,10.15,75,18,6.69,few clouds
575,Shimoda,JP,34.6667,138.95,36.1,91,100,23.87,moderate rain
576,Bakel,SN,14.905,-12.4568,79.43,13,35,8.81,scattered clouds
577,Marsa Matruh,EG,31.3525,27.2453,57.15,66,4,8.01,clear sky
578,San Carlos De Bariloche,AR,-41.1456,-71.3082,85.75,13,0,25.32,clear sky
579,Nisia Floresta,BR,-6.0911,-35.2086,85.01,66,1,10.58,clear sky
580,Mapiripan,CO,2.8892,-72.1256,95.22,30,100,9.1,overcast clouds
581,Barcelona,ES,41.3888,2.159,56.77,84,40,13.8,scattered clouds
582,Terra Nova,BR,-12.3667,-40.6667,71.71,90,100,2.26,moderate rain
583,Tezu,IN,27.9167,96.1667,53.58,45,0,5.03,clear sky
584,Hovd,MN,48.0056,91.6419,-13.27,81,15,3.09,few clouds
585,Aktau,KZ,43.65,51.2,32.58,67,36,15.64,scattered clouds
586,Plettenberg Bay,ZA,-34.0527,23.3716,67.26,85,29,3.58,scattered clouds
587,Sisimiut,GL,66.9395,-53.6735,3.65,90,100,28.25,light snow
588,Hurghada,EG,27.2574,33.8129,62.46,42,0,12.71,clear sky
589,Ukhta,RU,63.5671,53.6835,-1.37,100,96,3.4,overcast clouds
590,Pastavy,BY,55.1168,26.8326,27.3,77,92,13.82,overcast clouds
591,Guiratinga,BR,-16.3494,-53.7583,81.95,73,41,3.89,scattered clouds
592,Ginda,IN,30.6945,78.4932,40.05,35,2,7.05,clear sky
593,Nizhniy Ufaley,RU,55.9153,59.9842,16.47,96,100,5.26,overcast clouds
594,Llandrindod Wells,GB,52.2416,-3.3787,47.88,96,100,9.75,overcast clouds
595,Lixourion,GR,38.2019,20.4314,53.24,78,9,6.04,clear sky
596,Malm,NO,64.0721,11.2172,34.79,91,91,6.44,overcast clouds
597,Havre-Saint-Pierre,CA,50.2334,-63.5986,5.85,66,10,10.25,clear sky
598,Guinope,HN,13.8833,-86.9333,85.84,21,1,11.97,clear sky
599,Makakilo City,US,21.3469,-158.0858,75.69,66,0,12.66,clear sky
600,Ekhabi,RU,53.5102,142.9671,-12.37,97,16,9.33,few clouds
601,Sibolga,ID,1.7427,98.7792,75.49,90,100,3.24,overcast clouds
602,Coromandel,BR,-18.4733,-47.2003,72.39,88,86,5.41,overcast clouds
603,Oro Valley,US,32.3909,-110.9665,78.58,11,0,5.01,clear sky
604,Mareeba,AU,-17.0,145.4333,71.47,90,14,2.28,few clouds
605,Roald,NO,62.5833,6.1333,39.9,93,75,3.44,broken clouds
606,Lazaro Cardenas,MX,17.9583,-102.2,85.75,42,64,9.51,broken clouds
607,Galle,LK,6.0367,80.217,74.01,87,100,8.93,overcast clouds
608,Beloretsk,RU,53.9631,58.3981,18.41,100,100,3.24,overcast clouds
609,Marsh Harbour,BS,26.5412,-77.0636,75.51,80,100,19.28,light rain
610,Sampit,ID,-2.5333,112.95,73.94,97,100,2.35,overcast clouds
611,Tiarei,PF,-17.5333,-149.3333,86.02,77,81,15.86,light rain
612,Barabinsk,RU,55.3571,78.357,19.9,97,100,2.98,snow
613,Poso,ID,-1.3959,120.7524,76.14,85,100,4.43,overcast clouds
614,Kapit,MY,2.0167,112.9333,73.8,96,96,0.83,overcast clouds
615,Jiaocheng,CN,24.6774,116.1389,48.22,96,99,3.67,overcast clouds
616,Big Spring,US,32.2504,-101.4787,60.53,23,0,6.91,clear sky
617,Kargil,IN,34.5667,76.1,2.71,94,100,1.48,overcast clouds
618,Starodub,RU,52.5844,32.7633,21.52,85,62,9.75,broken clouds
619,Sur,OM,22.5667,59.5289,71.98,68,0,4.0,clear sky
620,Harqalah,TN,36.0303,10.509,57.06,71,0,8.05,clear sky
621,Maningrida,AU,-12.0667,134.2667,76.21,84,8,6.42,clear sky
622,Haldensleben,DE,52.2891,11.4098,46.11,69,100,13.51,overcast clouds
623,La Asuncion,VE,11.0333,-63.8628,79.41,69,89,19.48,overcast clouds
624,Vanimo,PG,-2.6741,141.3028,77.4,89,99,5.57,overcast clouds
625,Tura,IN,25.5198,90.2201,54.39,70,0,4.59,clear sky
626,Iranduba,BR,-3.2847,-60.1861,82.69,82,100,2.3,overcast clouds
627,Konevo,RU,62.1215,39.3192,22.28,95,100,8.57,light snow
628,Tsabong,BW,-26.0217,22.401,84.61,21,69,8.37,broken clouds
629,Goderich,CA,43.7501,-81.7165,17.91,75,100,1.05,light snow
630,Bowen,AU,-20.0167,148.2333,78.66,63,42,19.53,scattered clouds
631,Cardston,CA,49.2,-113.3019,41.43,44,100,4.25,overcast clouds
632,Lukang,TW,24.0567,120.4352,65.44,94,100,13.62,light rain
633,Jyvaskyla,FI,62.2415,25.7209,34.16,95,100,9.22,overcast clouds
634,Belmonte,BR,-15.8631,-38.8828,81.1,87,100,10.42,overcast clouds
635,Qui Nhon,VN,13.7667,109.2333,73.99,91,92,7.92,overcast clouds
636,Pathein,MM,16.7833,94.7333,63.14,82,30,6.2,scattered clouds
637,Portland,US,45.5234,-122.6762,61.84,46,0,5.75,clear sky
638,Tizimin,MX,21.15,-88.15,76.73,62,85,14.18,overcast clouds
639,Acajutla,SV,13.5928,-89.8275,93.79,53,27,7.43,scattered clouds
640,Miri,MY,4.4148,114.0089,75.67,93,98,2.53,overcast clouds
641,Ariquemes,BR,-9.9133,-63.0408,74.68,92,100,2.57,overcast clouds
642,Los Llanos De Aridane,ES,28.6585,-17.9182,62.35,67,20,10.36,few clouds
643,Yeppoon,AU,-23.1333,150.7333,69.58,81,21,15.73,few clouds
644,Inuvik,CA,68.3499,-133.7218,-19.64,91,100,2.66,overcast clouds
645,Kamakwie,SL,9.5,-12.2333,85.24,19,30,2.62,scattered clouds
646,Harlingen,US,26.1906,-97.6961,64.49,27,0,8.05,clear sky
647,Keti Bandar,PK,24.1447,67.4497,69.06,57,0,8.01,clear sky
648,Koslan,RU,63.4564,48.8989,4.33,100,93,3.56,overcast clouds
649,Paso De Carrasco,UY,-34.8603,-56.0522,74.25,52,40,12.66,scattered clouds
650,Tonstad,NO,58.6626,6.7169,42.62,100,100,4.03,light rain
651,Sioux Lookout,CA,50.1001,-91.917,0.7,76,100,6.6,overcast clouds
652,Dubbo,AU,-32.25,148.6167,60.93,82,100,10.36,overcast clouds
653,Wattegama,LK,6.7989,81.4808,70.66,91,100,3.94,overcast clouds
654,College,US,64.8569,-147.8028,14.79,82,100,0.0,light snow
655,Natal,BR,-5.795,-35.2094,84.85,70,20,17.27,few clouds
656,Nyurba,RU,63.2842,118.3319,-22.23,100,98,1.34,overcast clouds
657,Mglin,RU,53.0591,32.8475,22.24,82,89,10.4,overcast clouds
658,Grindavik,IS,63.8424,-22.4338,28.87,93,75,6.91,broken clouds
659,Canoinhas,BR,-26.1772,-50.39,67.87,86,97,1.48,overcast clouds
660,Andapa,MG,-14.65,49.65,68.25,98,35,1.86,scattered clouds
661,Lisakovsk,KZ,52.5369,62.4936,18.99,96,100,5.5,light snow
662,Mitsamiouli,KM,-11.3847,43.2844,80.83,80,9,2.3,clear sky
663,Mogzon,RU,51.7435,111.9606,-27.44,100,90,1.36,overcast clouds
664,Sorrento,IT,40.626,14.3744,52.29,92,30,5.73,scattered clouds
665,Mojoagung,ID,-7.5667,112.35,76.59,98,100,2.06,overcast clouds
666,Lusambo,CD,-4.9667,23.45,72.07,90,100,0.56,overcast clouds
667,Churapcha,RU,62.0025,132.4325,-30.01,100,89,2.15,overcast clouds
668,Alta Floresta,BR,-9.8756,-56.0861,76.62,93,100,2.08,overcast clouds
669,Rassvet,RU,46.8333,40.75,30.25,77,0,2.82,clear sky
670,Talcahuano,CL,-36.7167,-73.1167,61.54,86,43,10.42,scattered clouds
671,San Vicente,AR,-26.6167,-54.1333,85.78,38,88,5.19,overcast clouds
672,Leticia,CO,-4.2153,-69.9406,78.85,89,75,4.61,light rain
673,Asau,RO,46.4333,26.4,29.95,83,100,3.71,overcast clouds
674,Zhaoqing,CN,23.0512,112.4597,51.91,89,61,3.38,broken clouds
675,Ewa Beach,US,21.3156,-158.0072,77.09,66,20,12.66,few clouds
676,Kure,JP,34.2333,132.5667,43.52,79,100,10.6,overcast clouds
677,Gazojak,TM,41.1875,61.4036,43.16,57,99,12.57,overcast clouds
678,Rumoi,JP,43.9344,141.6428,20.62,91,100,4.97,light snow
679,Fairbanks,US,64.8378,-147.7164,13.82,84,100,0.0,light snow
680,San Policarpo,PH,12.1791,125.5072,78.64,80,99,12.57,overcast clouds
681,San Pedro,PH,14.35,121.0167,77.36,90,100,7.05,overcast clouds
682,Garowe,SO,8.4054,48.4845,69.49,75,36,16.62,scattered clouds
683,Teluk Nibung,ID,3.001,99.8164,75.04,93,91,4.18,overcast clouds
684,Keflavik,IS,64.0049,-22.5624,28.83,93,75,6.91,broken clouds
685,Mariental,NA,-24.6333,17.9667,71.69,61,90,15.3,light rain
686,Cururupu,BR,-1.8283,-44.8683,81.84,70,45,5.44,scattered clouds
687,Ryotsu,JP,38.0833,138.4333,36.1,69,100,10.96,overcast clouds
688,Nizwa,OM,22.9333,57.5333,64.13,61,0,3.6,clear sky
689,Ketchikan,US,55.3422,-131.6461,44.06,83,100,5.48,overcast clouds
690,Aquiraz,BR,-3.9014,-38.3911,84.29,75,19,9.71,few clouds
691,North Bend,US,43.4065,-124.2243,52.16,87,75,4.61,broken clouds
